UUID,Version,Name (en),Kategorie (en),Bezugseinheit,Modul,GWP,ODP,POCP,AP,EP,ADPE
fc6d4562-3ce7-4492-8c62-24cb0b6a87d7,00.01.000,Tufted carpet tiles. total pile material max. 900 g/m� PA 6 with 20% recycled content. Comfort Lite�/Plus� recycled cushion back,Plastics' / 'Floorings' / 'Textile flooring,qm,A5,,,,,,
fc6d4562-3ce7-4492-8c62-24cb0b6a87d7,00.01.000,Tufted carpet tiles. total pile material max. 900 g/m� PA 6 with 20% recycled content. Comfort Lite�/Plus� recycled cushion back,Plastics' / 'Floorings' / 'Textile flooring,qm,B1,,,,,,
fc6d4562-3ce7-4492-8c62-24cb0b6a87d7,00.01.000,Tufted carpet tiles. total pile material max. 900 g/m� PA 6 with 20% recycled content. Comfort Lite�/Plus� recycled cushion back,Plastics' / 'Floorings' / 'Textile flooring,qm,B2,,,,,,
fc6d4562-3ce7-4492-8c62-24cb0b6a87d7,00.01.000,Tufted carpet tiles. total pile material max. 900 g/m� PA 6 with 20% recycled content. Comfort Lite�/Plus� recycled cushion back,Plastics' / 'Floorings' / 'Textile flooring,qm,C1,,,,,,
fc6d4562-3ce7-4492-8c62-24cb0b6a87d7,00.01.000,Tufted carpet tiles. total pile material max. 900 g/m� PA 6 with 20% recycled content. Comfort Lite�/Plus� recycled cushion back,Plastics' / 'Floorings' / 'Textile flooring,qm,C2,,,,,,
fc6d4562-3ce7-4492-8c62-24cb0b6a87d7,00.01.000,Tufted carpet tiles. total pile material max. 900 g/m� PA 6 with 20% recycled content. Comfort Lite�/Plus� recycled cushion back,Plastics' / 'Floorings' / 'Textile flooring,qm,C3,,,,,,
fc6d4562-3ce7-4492-8c62-24cb0b6a87d7,00.01.000,Tufted carpet tiles. total pile material max. 900 g/m� PA 6 with 20% recycled content. Comfort Lite�/Plus� recycled cushion back,Plastics' / 'Floorings' / 'Textile flooring,qm,C3,,,,,,
fc6d4562-3ce7-4492-8c62-24cb0b6a87d7,00.01.000,Tufted carpet tiles. total pile material max. 900 g/m� PA 6 with 20% recycled content. Comfort Lite�/Plus� recycled cushion back,Plastics' / 'Floorings' / 'Textile flooring,qm,C4,,,,,,
fc6d4562-3ce7-4492-8c62-24cb0b6a87d7,00.01.000,Tufted carpet tiles. total pile material max. 900 g/m� PA 6 with 20% recycled content. Comfort Lite�/Plus� recycled cushion back,Plastics' / 'Floorings' / 'Textile flooring,qm,D,,,,,,
fc6d4562-3ce7-4492-8c62-24cb0b6a87d7,00.01.000,Tufted carpet tiles. total pile material max. 900 g/m� PA 6 with 20% recycled content. Comfort Lite�/Plus� recycled cushion back,Plastics' / 'Floorings' / 'Textile flooring,qm,D,,,,,,
fc6d4562-3ce7-4492-8c62-24cb0b6a87d7,00.01.000,Tufted carpet tiles. total pile material max. 900 g/m� PA 6 with 20% recycled content. Comfort Lite�/Plus� recycled cushion back,Plastics' / 'Floorings' / 'Textile flooring,qm,D,,,,,,
fc6d4562-3ce7-4492-8c62-24cb0b6a87d7,00.01.000,Tufted carpet tiles. total pile material max. 900 g/m� PA 6 with 20% recycled content. Comfort Lite�/Plus� recycled cushion back,Plastics' / 'Floorings' / 'Textile flooring,qm,D,,,,,,
5b79200f-fa22-4bfe-af3c-5f8f571a8efd,00.01.000,Therma? TP10,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,A1-A3,,,,,,
5b79200f-fa22-4bfe-af3c-5f8f571a8efd,00.01.000,Therma? TP10,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,A4,,,,,,
5b79200f-fa22-4bfe-af3c-5f8f571a8efd,00.01.000,Therma? TP10,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,A5,,,,,,
5b79200f-fa22-4bfe-af3c-5f8f571a8efd,00.01.000,Therma? TP10,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C1,,,,,,
5b79200f-fa22-4bfe-af3c-5f8f571a8efd,00.01.000,Therma? TP10,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C2,,,,,,
5b79200f-fa22-4bfe-af3c-5f8f571a8efd,00.01.000,Therma? TP10,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C3,,,,,,
5b79200f-fa22-4bfe-af3c-5f8f571a8efd,00.01.000,Therma? TP10,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C4,,,,,,
5b79200f-fa22-4bfe-af3c-5f8f571a8efd,00.01.000,Therma? TP10,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,D,,,,,,
d5d182f6-0b1c-4192-a687-6c81a18ffd64,00.03.000,BauderPIR SDS / M / MF without BMB,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,A1-A3,,,,,,
d5d182f6-0b1c-4192-a687-6c81a18ffd64,00.03.000,BauderPIR SDS / M / MF without BMB,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,A4,,,,,,
d5d182f6-0b1c-4192-a687-6c81a18ffd64,00.03.000,BauderPIR SDS / M / MF without BMB,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,A5,,,,,,
d5d182f6-0b1c-4192-a687-6c81a18ffd64,00.03.000,BauderPIR SDS / M / MF without BMB,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C1,,,,,,
d5d182f6-0b1c-4192-a687-6c81a18ffd64,00.03.000,BauderPIR SDS / M / MF without BMB,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C2,,,,,,
d5d182f6-0b1c-4192-a687-6c81a18ffd64,00.03.000,BauderPIR SDS / M / MF without BMB,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C3,,,,,,
d5d182f6-0b1c-4192-a687-6c81a18ffd64,00.03.000,BauderPIR SDS / M / MF without BMB,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C4,,,,,,
d5d182f6-0b1c-4192-a687-6c81a18ffd64,00.03.000,BauderPIR SDS / M / MF without BMB,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,D,,,,,,
fb5594ce-cbe4-430a-9707-cdcd09f3ab95,00.02.000,Interior Doors,Components for windows and curtain walls' / 'Doors' / 'Wood,pcs.,A1,-41.75,0.00,0.02,0.11,0.02,0.00
fb5594ce-cbe4-430a-9707-cdcd09f3ab95,00.02.000,Interior Doors,Components for windows and curtain walls' / 'Doors' / 'Wood,pcs.,A2,1.40,0.00,0.00,0.00,0.00,0.00
fb5594ce-cbe4-430a-9707-cdcd09f3ab95,00.02.000,Interior Doors,Components for windows and curtain walls' / 'Doors' / 'Wood,pcs.,A3,21.40,0.00,0.01,0.07,0.02,0.00
fb5594ce-cbe4-430a-9707-cdcd09f3ab95,00.02.000,Interior Doors,Components for windows and curtain walls' / 'Doors' / 'Wood,pcs.,A5,10.64,0.00,0.00,0.00,0.00,0.00
fb5594ce-cbe4-430a-9707-cdcd09f3ab95,00.02.000,Interior Doors,Components for windows and curtain walls' / 'Doors' / 'Wood,pcs.,C2,0.09,0.00,0.00,0.00,0.00,0.00
fb5594ce-cbe4-430a-9707-cdcd09f3ab95,00.02.000,Interior Doors,Components for windows and curtain walls' / 'Doors' / 'Wood,pcs.,C3,94.29,0.00,0.00,0.01,0.00,0.00
fb5594ce-cbe4-430a-9707-cdcd09f3ab95,00.02.000,Interior Doors,Components for windows and curtain walls' / 'Doors' / 'Wood,pcs.,C4,7.36,0.00,0.00,0.00,0.00,0.00
fb5594ce-cbe4-430a-9707-cdcd09f3ab95,00.02.000,Interior Doors,Components for windows and curtain walls' / 'Doors' / 'Wood,pcs.,D,-47.44,0.00,0.00,-0.03,0.00,0.00
6b2d1a5a-f12d-48cc-9b35-622225ceb307,00.02.000,Concrete paving stone,Mineral building products' / 'Bricks. blocks and elements' / 'Precast concrete elements and goods,qm,A1-A3,,,,,,
6b2d1a5a-f12d-48cc-9b35-622225ceb307,00.02.000,Concrete paving stone,Mineral building products' / 'Bricks. blocks and elements' / 'Precast concrete elements and goods,qm,A5,,,,,,
6b2d1a5a-f12d-48cc-9b35-622225ceb307,00.02.000,Concrete paving stone,Mineral building products' / 'Bricks. blocks and elements' / 'Precast concrete elements and goods,qm,C1,,,,,,
6b2d1a5a-f12d-48cc-9b35-622225ceb307,00.02.000,Concrete paving stone,Mineral building products' / 'Bricks. blocks and elements' / 'Precast concrete elements and goods,qm,C2,,,,,,
6b2d1a5a-f12d-48cc-9b35-622225ceb307,00.02.000,Concrete paving stone,Mineral building products' / 'Bricks. blocks and elements' / 'Precast concrete elements and goods,qm,C3,,,,,,
6b2d1a5a-f12d-48cc-9b35-622225ceb307,00.02.000,Concrete paving stone,Mineral building products' / 'Bricks. blocks and elements' / 'Precast concrete elements and goods,qm,C4,,,,,,
6b2d1a5a-f12d-48cc-9b35-622225ceb307,00.02.000,Concrete paving stone,Mineral building products' / 'Bricks. blocks and elements' / 'Precast concrete elements and goods,qm,D,,,,,,
8346403f-4b92-4db9-a8d6-317f0a37284e,00.01.000,Therma? TR27 / Therma? TT47,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,A1-A3,,,,,,
8346403f-4b92-4db9-a8d6-317f0a37284e,00.01.000,Therma? TR27 / Therma? TT47,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,A4,,,,,,
8346403f-4b92-4db9-a8d6-317f0a37284e,00.01.000,Therma? TR27 / Therma? TT47,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,A5,,,,,,
8346403f-4b92-4db9-a8d6-317f0a37284e,00.01.000,Therma? TR27 / Therma? TT47,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C1,,,,,,
8346403f-4b92-4db9-a8d6-317f0a37284e,00.01.000,Therma? TR27 / Therma? TT47,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C2,,,,,,
8346403f-4b92-4db9-a8d6-317f0a37284e,00.01.000,Therma? TR27 / Therma? TT47,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C3,,,,,,
8346403f-4b92-4db9-a8d6-317f0a37284e,00.01.000,Therma? TR27 / Therma? TT47,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C4,,,,,,
8346403f-4b92-4db9-a8d6-317f0a37284e,00.01.000,Therma? TR27 / Therma? TT47,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,D,,,,,,
a1d3cc75-8d30-43bc-b6e9-3332ee7d7bfb,00.01.000,Therma? TW55,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,A1-A3,,,,,,
a1d3cc75-8d30-43bc-b6e9-3332ee7d7bfb,00.01.000,Therma? TW55,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,A4,,,,,,
a1d3cc75-8d30-43bc-b6e9-3332ee7d7bfb,00.01.000,Therma? TW55,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,A5,,,,,,
a1d3cc75-8d30-43bc-b6e9-3332ee7d7bfb,00.01.000,Therma? TW55,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C1,,,,,,
a1d3cc75-8d30-43bc-b6e9-3332ee7d7bfb,00.01.000,Therma? TW55,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C2,,,,,,
a1d3cc75-8d30-43bc-b6e9-3332ee7d7bfb,00.01.000,Therma? TW55,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C3,,,,,,
a1d3cc75-8d30-43bc-b6e9-3332ee7d7bfb,00.01.000,Therma? TW55,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,C4,,,,,,
a1d3cc75-8d30-43bc-b6e9-3332ee7d7bfb,00.01.000,Therma? TW55,Insulation materials' / 'Polyurethane rigid foam' / 'PIR rigid foam,qm,D,,,,,,
394f0d06-5026-469a-a140-d4b5b4995bc5,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (grey. density 15 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS grey,m3,A1-A3,56699.00,0.00,0.37,0.11,0.01,0.00
394f0d06-5026-469a-a140-d4b5b4995bc5,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (grey. density 15 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS grey,m3,A5,377.00,0.00,0.00,0.00,0.00,0.00
394f0d06-5026-469a-a140-d4b5b4995bc5,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (grey. density 15 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS grey,m3,C1,0.00,0.00,0.00,0.00,0.00,0.00
394f0d06-5026-469a-a140-d4b5b4995bc5,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (grey. density 15 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS grey,m3,C2,0.04,0.00,0.00,0.00,0.00,0.00
394f0d06-5026-469a-a140-d4b5b4995bc5,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (grey. density 15 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS grey,m3,C3,50.30,0.00,0.00,0.00,0.00,0.00
394f0d06-5026-469a-a140-d4b5b4995bc5,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (grey. density 15 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS grey,m3,C4,0.00,0.00,0.00,0.00,0.00,0.00
394f0d06-5026-469a-a140-d4b5b4995bc5,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (grey. density 15 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS grey,m3,D,-20.40,0.00,0.00,-0.02,-3.00,0.00
87371640-546c-4d9c-84cc-c13b6be94146,00.02.000,Portland cement CEM I,Mineral building products' / 'Binder' / 'Cement,kg,A1-A3,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,A1-A3,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,A4,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,A5,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,B1,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,B2,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,B3,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,B4,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,B5,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,B6,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,B6,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,B7,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,C1,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,C2,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,C3,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,C4,,,,,,
737d6b2c-b34c-46c9-851a-1841414fed46,00.01.000,Kitchen Faucets,Building service engineering' / 'Sanitary' / 'Mountings,pcs.,D,,,,,,
3a9576f5-ef71-467a-91e7-ea2879380b56,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC5,Plastics' / 'Floorings' / 'Textile flooring,qm,A1-A3,,,,,,
3a9576f5-ef71-467a-91e7-ea2879380b56,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC5,Plastics' / 'Floorings' / 'Textile flooring,qm,A4,,,,,,
3a9576f5-ef71-467a-91e7-ea2879380b56,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC5,Plastics' / 'Floorings' / 'Textile flooring,qm,A5,,,,,,
3a9576f5-ef71-467a-91e7-ea2879380b56,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC5,Plastics' / 'Floorings' / 'Textile flooring,qm,B1,,,,,,
3a9576f5-ef71-467a-91e7-ea2879380b56,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC5,Plastics' / 'Floorings' / 'Textile flooring,qm,B2,,,,,,
3a9576f5-ef71-467a-91e7-ea2879380b56,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC5,Plastics' / 'Floorings' / 'Textile flooring,qm,C1,,,,,,
3a9576f5-ef71-467a-91e7-ea2879380b56,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC5,Plastics' / 'Floorings' / 'Textile flooring,qm,C2,,,,,,
3a9576f5-ef71-467a-91e7-ea2879380b56,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC5,Plastics' / 'Floorings' / 'Textile flooring,qm,C3,,,,,,
3a9576f5-ef71-467a-91e7-ea2879380b56,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC5,Plastics' / 'Floorings' / 'Textile flooring,qm,C3,,,,,,
3a9576f5-ef71-467a-91e7-ea2879380b56,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC5,Plastics' / 'Floorings' / 'Textile flooring,qm,C4,,,,,,
3a9576f5-ef71-467a-91e7-ea2879380b56,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC5,Plastics' / 'Floorings' / 'Textile flooring,qm,D,,,,,,
3a9576f5-ef71-467a-91e7-ea2879380b56,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC5,Plastics' / 'Floorings' / 'Textile flooring,qm,D,,,,,,
3a9576f5-ef71-467a-91e7-ea2879380b56,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC5,Plastics' / 'Floorings' / 'Textile flooring,qm,D,,,,,,
3a9576f5-ef71-467a-91e7-ea2879380b56,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC5,Plastics' / 'Floorings' / 'Textile flooring,qm,D,,,,,,
065c4bb7-df48-458d-87f2-37e237a6ab90,00.02.000,Steel Welded Fabrics & Lattice Girders,Metals' / 'Steel and iron' / 'Steel reinforcement mesh,kg,A1-A3,,,,,,
065c4bb7-df48-458d-87f2-37e237a6ab90,00.02.000,Steel Welded Fabrics & Lattice Girders,Metals' / 'Steel and iron' / 'Steel reinforcement mesh,kg,C1,,,,,,
065c4bb7-df48-458d-87f2-37e237a6ab90,00.02.000,Steel Welded Fabrics & Lattice Girders,Metals' / 'Steel and iron' / 'Steel reinforcement mesh,kg,C2,,,,,,
065c4bb7-df48-458d-87f2-37e237a6ab90,00.02.000,Steel Welded Fabrics & Lattice Girders,Metals' / 'Steel and iron' / 'Steel reinforcement mesh,kg,C3,,,,,,
065c4bb7-df48-458d-87f2-37e237a6ab90,00.02.000,Steel Welded Fabrics & Lattice Girders,Metals' / 'Steel and iron' / 'Steel reinforcement mesh,kg,C4,,,,,,
065c4bb7-df48-458d-87f2-37e237a6ab90,00.02.000,Steel Welded Fabrics & Lattice Girders,Metals' / 'Steel and iron' / 'Steel reinforcement mesh,kg,D,,,,,,
c9a0035b-a0f6-4677-b8c2-48e698673676,00.01.000,Tufted tiles. 75% recycled Polyamid 6.6 with a maximum total pile weight of 1000 g/m2 . CQuest Bio backing. Sone acoustic cover,Plastics' / 'Floorings' / 'Textile flooring,qm,A1-A3,,,,,,
c9a0035b-a0f6-4677-b8c2-48e698673676,00.01.000,Tufted tiles. 75% recycled Polyamid 6.6 with a maximum total pile weight of 1000 g/m2 . CQuest Bio backing. Sone acoustic cover,Plastics' / 'Floorings' / 'Textile flooring,qm,A4,,,,,,
c9a0035b-a0f6-4677-b8c2-48e698673676,00.01.000,Tufted tiles. 75% recycled Polyamid 6.6 with a maximum total pile weight of 1000 g/m2 . CQuest Bio backing. Sone acoustic cover,Plastics' / 'Floorings' / 'Textile flooring,qm,A5,,,,,,
c9a0035b-a0f6-4677-b8c2-48e698673676,00.01.000,Tufted tiles. 75% recycled Polyamid 6.6 with a maximum total pile weight of 1000 g/m2 . CQuest Bio backing. Sone acoustic cover,Plastics' / 'Floorings' / 'Textile flooring,qm,B1,,,,,,
c9a0035b-a0f6-4677-b8c2-48e698673676,00.01.000,Tufted tiles. 75% recycled Polyamid 6.6 with a maximum total pile weight of 1000 g/m2 . CQuest Bio backing. Sone acoustic cover,Plastics' / 'Floorings' / 'Textile flooring,qm,B2,,,,,,
c9a0035b-a0f6-4677-b8c2-48e698673676,00.01.000,Tufted tiles. 75% recycled Polyamid 6.6 with a maximum total pile weight of 1000 g/m2 . CQuest Bio backing. Sone acoustic cover,Plastics' / 'Floorings' / 'Textile flooring,qm,C1,,,,,,
c9a0035b-a0f6-4677-b8c2-48e698673676,00.01.000,Tufted tiles. 75% recycled Polyamid 6.6 with a maximum total pile weight of 1000 g/m2 . CQuest Bio backing. Sone acoustic cover,Plastics' / 'Floorings' / 'Textile flooring,qm,C2,,,,,,
c9a0035b-a0f6-4677-b8c2-48e698673676,00.01.000,Tufted tiles. 75% recycled Polyamid 6.6 with a maximum total pile weight of 1000 g/m2 . CQuest Bio backing. Sone acoustic cover,Plastics' / 'Floorings' / 'Textile flooring,qm,C3,,,,,,
c9a0035b-a0f6-4677-b8c2-48e698673676,00.01.000,Tufted tiles. 75% recycled Polyamid 6.6 with a maximum total pile weight of 1000 g/m2 . CQuest Bio backing. Sone acoustic cover,Plastics' / 'Floorings' / 'Textile flooring,qm,C3,,,,,,
c9a0035b-a0f6-4677-b8c2-48e698673676,00.01.000,Tufted tiles. 75% recycled Polyamid 6.6 with a maximum total pile weight of 1000 g/m2 . CQuest Bio backing. Sone acoustic cover,Plastics' / 'Floorings' / 'Textile flooring,qm,C4,,,,,,
c9a0035b-a0f6-4677-b8c2-48e698673676,00.01.000,Tufted tiles. 75% recycled Polyamid 6.6 with a maximum total pile weight of 1000 g/m2 . CQuest Bio backing. Sone acoustic cover,Plastics' / 'Floorings' / 'Textile flooring,qm,D,,,,,,
c9a0035b-a0f6-4677-b8c2-48e698673676,00.01.000,Tufted tiles. 75% recycled Polyamid 6.6 with a maximum total pile weight of 1000 g/m2 . CQuest Bio backing. Sone acoustic cover,Plastics' / 'Floorings' / 'Textile flooring,qm,D,,,,,,
c9a0035b-a0f6-4677-b8c2-48e698673676,00.01.000,Tufted tiles. 75% recycled Polyamid 6.6 with a maximum total pile weight of 1000 g/m2 . CQuest Bio backing. Sone acoustic cover,Plastics' / 'Floorings' / 'Textile flooring,qm,D,,,,,,
c9a0035b-a0f6-4677-b8c2-48e698673676,00.01.000,Tufted tiles. 75% recycled Polyamid 6.6 with a maximum total pile weight of 1000 g/m2 . CQuest Bio backing. Sone acoustic cover,Plastics' / 'Floorings' / 'Textile flooring,qm,D,,,,,,
205b761d-e344-49c3-a3a9-bb1bfd59b916,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (density 15 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS white,m3,A1-A3,,,,,,
205b761d-e344-49c3-a3a9-bb1bfd59b916,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (density 15 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS white,m3,A5,,,,,,
205b761d-e344-49c3-a3a9-bb1bfd59b916,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (density 15 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS white,m3,C1,,,,,,
205b761d-e344-49c3-a3a9-bb1bfd59b916,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (density 15 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS white,m3,C2,,,,,,
205b761d-e344-49c3-a3a9-bb1bfd59b916,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (density 15 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS white,m3,C3,,,,,,
205b761d-e344-49c3-a3a9-bb1bfd59b916,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (density 15 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS white,m3,C4,,,,,,
205b761d-e344-49c3-a3a9-bb1bfd59b916,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (density 15 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS white,m3,D,,,,,,
30452630-b12d-43bf-b140-58e0db0ba549,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (grey. density 20 to 25 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS grey,m3,A1-A3,,,,,,
30452630-b12d-43bf-b140-58e0db0ba549,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (grey. density 20 to 25 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS grey,m3,A5,,,,,,
30452630-b12d-43bf-b140-58e0db0ba549,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (grey. density 20 to 25 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS grey,m3,C1,,,,,,
30452630-b12d-43bf-b140-58e0db0ba549,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (grey. density 20 to 25 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS grey,m3,C2,,,,,,
30452630-b12d-43bf-b140-58e0db0ba549,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (grey. density 20 to 25 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS grey,m3,C3,,,,,,
30452630-b12d-43bf-b140-58e0db0ba549,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (grey. density 20 to 25 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS grey,m3,C4,,,,,,
30452630-b12d-43bf-b140-58e0db0ba549,00.02.000,Expanded Polystyrene (EPS) Foam Insulation (grey. density 20 to 25 kg/m�),Insulation materials' / 'Expanded polystyrene' / 'EPS grey,m3,D,,,,,,
8a768ef9-ae0b-489c-a29e-b202c9940a3d,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC3,Plastics' / 'Floorings' / 'Textile flooring,qm,A1-A3,,,,,,
8a768ef9-ae0b-489c-a29e-b202c9940a3d,00.01.000,Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing. LC3,Plastics' / 'Floorings' / 'Textile flooring,qm,A4,,,,,,
