UUID,Version,Name (en),Kategorie (en),Bezugseinheit,Modul,GWP,ODP,POCP,AP,EP,ADPE
2f301b5d-917e-4ca8-8f65-cb9f15064541,00.01.000,Vacupor� NT-B2-S,Insulation materials' / 'Silicium dioxide based' / 'Vacuum insulation panels,qm,A5,1662.00,0.00,0.00,0.00,0.00,0.00
2f301b5d-917e-4ca8-8f65-cb9f15064541,00.01.000,Vacupor� NT-B2-S,Insulation materials' / 'Silicium dioxide based' / 'Vacuum insulation panels,qm,B1,0.00,0.00,0.00,0.00,0.00,0.00
2f301b5d-917e-4ca8-8f65-cb9f15064541,00.01.000,Vacupor� NT-B2-S,Insulation materials' / 'Silicium dioxide based' / 'Vacuum insulation panels,qm,B2,0.00,0.00,0.00,0.00,0.00,0.00
2f301b5d-917e-4ca8-8f65-cb9f15064541,00.01.000,Vacupor� NT-B2-S,Insulation materials' / 'Silicium dioxide based' / 'Vacuum insulation panels,qm,C1,0.00,0.00,0.00,0.00,0.00,0.00
2f301b5d-917e-4ca8-8f65-cb9f15064541,00.01.000,Vacupor� NT-B2-S,Insulation materials' / 'Silicium dioxide based' / 'Vacuum insulation panels,qm,C2,0.10,0.00,0.00,0.00,0.00,0.00
2f301b5d-917e-4ca8-8f65-cb9f15064541,00.01.000,Vacupor� NT-B2-S,Insulation materials' / 'Silicium dioxide based' / 'Vacuum insulation panels,qm,C3,0.93,0.00,0.00,0.00,0.00,0.00
2f301b5d-917e-4ca8-8f65-cb9f15064541,00.01.000,Vacupor� NT-B2-S,Insulation materials' / 'Silicium dioxide based' / 'Vacuum insulation panels,qm,C3,0.58,0.00,0.00,0.00,0.00,0.00
2f301b5d-917e-4ca8-8f65-cb9f15064541,00.01.000,Vacupor� NT-B2-S,Insulation materials' / 'Silicium dioxide based' / 'Vacuum insulation panels,qm,C4,0.00,0.00,0.00,0.00,0.00,0.00
2f301b5d-917e-4ca8-8f65-cb9f15064541,00.01.000,Vacupor� NT-B2-S,Insulation materials' / 'Silicium dioxide based' / 'Vacuum insulation panels,qm,C4,0.06,0.00,0.00,0.00,0.00,0.00
2f301b5d-917e-4ca8-8f65-cb9f15064541,00.01.000,Vacupor� NT-B2-S,Insulation materials' / 'Silicium dioxide based' / 'Vacuum insulation panels,qm,D,-40.26,0.00,-0.01,-0.10,-0.01,0.00
2f301b5d-917e-4ca8-8f65-cb9f15064541,00.01.000,Vacupor� NT-B2-S,Insulation materials' / 'Silicium dioxide based' / 'Vacuum insulation panels,qm,D,-0.81,0.00,0.00,0.00,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,A1-A3,1.81,0.00,0.00,0.01,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,A1,,,,,,
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,A2,,,,,,
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,A3,,,,,,
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,A4,0.34,0.00,0.00,0.00,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,A5,0.29,0.00,0.00,0.00,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,B1,0.00,0.00,0.00,0.00,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,B2,0.00,0.00,0.00,0.00,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,B3,0.00,0.00,0.00,0.00,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,B4,0.00,0.00,0.00,0.00,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,B5,0.00,0.00,0.00,0.00,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,B6,0.00,0.00,0.00,0.00,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,B7,0.00,0.00,0.00,0.00,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,C1,0.08,0.00,0.00,0.00,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,C2,0.11,0.00,0.00,0.00,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,C3,0.00,0.00,0.00,0.00,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,C4,0.60,0.00,0.00,0.00,0.00,0.00
e9e23cec-639c-4d46-ac9b-a66327740013,00.00.044,Knauf Ecoinvent Fireshield Plasterboard - GKF and GKFI - 12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,D,-0.12,0.00,0.00,0.00,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,A1-A3,1.11,0.00,0.00,0.01,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,A1,,,,,,
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,A2,,,,,,
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,A3,,,,,,
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,A4,0.28,0.00,0.00,0.00,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,A5,0.26,0.00,0.00,0.00,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,B1,0.00,0.00,0.00,0.00,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,B2,0.00,0.00,0.00,0.00,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,B3,0.00,0.00,0.00,0.00,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,B4,0.00,0.00,0.00,0.00,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,B5,0.00,0.00,0.00,0.00,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,B6,0.00,0.00,0.00,0.00,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,B7,0.00,0.00,0.00,0.00,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,C1,0.04,0.00,0.00,0.00,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,C2,0.09,0.00,0.00,0.00,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,C3,0.00,0.00,0.00,0.00,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,C4,0.60,0.00,0.00,0.00,0.00,0.00
c76e1fa2-1d08-4137-9b45-25de5a86d254,00.00.040,Knauf Ecoinvent plaster boards GKB and GKBI  12.5 mm,Mineral building products' / 'Bricks. blocks and elements' / 'Gypsum plasterboard,qm,D,-0.10,0.00,0.00,0.00,0.00,0.00
278774da-7af1-4257-91c5-002d5e1437ea,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminium window,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A1-A3,226.00,0.00,0.06,0.96,0.08,0.00
278774da-7af1-4257-91c5-002d5e1437ea,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminium window,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A4,7.42,0.00,-0.01,0.02,0.00,0.00
278774da-7af1-4257-91c5-002d5e1437ea,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminium window,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A5,0.74,0.00,0.00,0.00,0.00,0.00
278774da-7af1-4257-91c5-002d5e1437ea,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminium window,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B2,49.00,0.00,13.00,0.05,0.01,0.00
278774da-7af1-4257-91c5-002d5e1437ea,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminium window,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B3,52.80,0.00,0.02,0.41,0.03,0.00
278774da-7af1-4257-91c5-002d5e1437ea,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminium window,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B4,0.00,0.00,0.00,0.00,0.00,0.00
278774da-7af1-4257-91c5-002d5e1437ea,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminium window,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B5,176.56,0.00,0.04,0.68,0.07,0.00
278774da-7af1-4257-91c5-002d5e1437ea,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminium window,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B6,0.00,0.00,0.00,0.00,0.00,0.00
278774da-7af1-4257-91c5-002d5e1437ea,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminium window,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B7,0.00,0.00,0.00,0.00,0.00,0.00
278774da-7af1-4257-91c5-002d5e1437ea,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminium window,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C1,0.00,0.00,0.00,0.00,0.00,0.00
278774da-7af1-4257-91c5-002d5e1437ea,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminium window,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C2,1.23,0.00,0.00,0.00,0.00,0.00
278774da-7af1-4257-91c5-002d5e1437ea,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminium window,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C3,11.00,0.00,0.00,0.00,0.00,0.00
278774da-7af1-4257-91c5-002d5e1437ea,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminium window,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C4,0.27,0.00,0.00,0.00,0.00,0.00
278774da-7af1-4257-91c5-002d5e1437ea,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminium window,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,D,-89.70,0.00,0.00,-0.38,-0.03,0.00
ca7abfef-95cc-4677-a5b8-1427f944141b,00.00.029,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 Aluminium window-additional systems,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A1-A3,246.00,0.00,0.06,0.94,0.09,0.00
ca7abfef-95cc-4677-a5b8-1427f944141b,00.00.029,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 Aluminium window-additional systems,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A4,6.58,0.00,-0.01,0.02,0.00,0.00
ca7abfef-95cc-4677-a5b8-1427f944141b,00.00.029,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 Aluminium window-additional systems,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A5,0.74,0.00,0.00,0.00,0.00,0.00
ca7abfef-95cc-4677-a5b8-1427f944141b,00.00.029,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 Aluminium window-additional systems,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B2,49.00,0.00,13.00,0.05,0.01,0.00
ca7abfef-95cc-4677-a5b8-1427f944141b,00.00.029,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 Aluminium window-additional systems,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B3,53.70,0.00,0.02,0.33,0.03,0.00
ca7abfef-95cc-4677-a5b8-1427f944141b,00.00.029,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 Aluminium window-additional systems,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B4,0.00,0.00,0.00,0.00,0.00,0.00
ca7abfef-95cc-4677-a5b8-1427f944141b,00.00.029,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 Aluminium window-additional systems,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B5,189.46,0.00,0.03,0.63,0.07,0.00
ca7abfef-95cc-4677-a5b8-1427f944141b,00.00.029,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 Aluminium window-additional systems,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B6,0.00,0.00,0.00,0.00,0.00,0.00
ca7abfef-95cc-4677-a5b8-1427f944141b,00.00.029,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 Aluminium window-additional systems,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B7,0.00,0.00,0.00,0.00,0.00,0.00
ca7abfef-95cc-4677-a5b8-1427f944141b,00.00.029,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 Aluminium window-additional systems,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C1,0.00,0.00,0.00,0.00,0.00,0.00
ca7abfef-95cc-4677-a5b8-1427f944141b,00.00.029,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 Aluminium window-additional systems,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C2,1.24,0.00,0.00,0.00,0.00,0.00
ca7abfef-95cc-4677-a5b8-1427f944141b,00.00.029,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 Aluminium window-additional systems,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C3,13.40,0.00,0.00,0.00,0.00,0.00
ca7abfef-95cc-4677-a5b8-1427f944141b,00.00.029,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 Aluminium window-additional systems,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C4,0.20,0.00,0.00,0.00,0.00,0.00
ca7abfef-95cc-4677-a5b8-1427f944141b,00.00.029,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 Aluminium window-additional systems,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,D,-101.00,0.00,-0.01,-0.41,-0.03,0.00
05e5408e-4e8b-461d-95be-35b139f38d1a,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 / W65 Aluminium windows,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A1-A3,173.00,0.00,0.04,0.76,0.07,0.00
05e5408e-4e8b-461d-95be-35b139f38d1a,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 / W65 Aluminium windows,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A4,5.98,0.00,0.00,0.01,0.00,0.00
05e5408e-4e8b-461d-95be-35b139f38d1a,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 / W65 Aluminium windows,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A5,0.74,0.00,0.00,0.00,0.00,0.00
05e5408e-4e8b-461d-95be-35b139f38d1a,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 / W65 Aluminium windows,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B2,49.00,0.00,13.00,0.05,0.01,0.00
05e5408e-4e8b-461d-95be-35b139f38d1a,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 / W65 Aluminium windows,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B3,43.00,0.00,0.02,0.35,0.03,0.00
05e5408e-4e8b-461d-95be-35b139f38d1a,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 / W65 Aluminium windows,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B4,0.00,0.00,0.00,0.00,0.00,0.00
05e5408e-4e8b-461d-95be-35b139f38d1a,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 / W65 Aluminium windows,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B5,138.93,0.00,0.03,0.57,0.06,0.00
05e5408e-4e8b-461d-95be-35b139f38d1a,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 / W65 Aluminium windows,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B6,0.00,0.00,0.00,0.00,0.00,0.00
05e5408e-4e8b-461d-95be-35b139f38d1a,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 / W65 Aluminium windows,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B7,0.00,0.00,0.00,0.00,0.00,0.00
05e5408e-4e8b-461d-95be-35b139f38d1a,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 / W65 Aluminium windows,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C1,0.00,0.00,0.00,0.00,0.00,0.00
05e5408e-4e8b-461d-95be-35b139f38d1a,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 / W65 Aluminium windows,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C2,0.94,0.00,0.00,0.00,0.00,0.00
05e5408e-4e8b-461d-95be-35b139f38d1a,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 / W65 Aluminium windows,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C3,8.53,0.00,0.00,0.00,0.00,0.00
05e5408e-4e8b-461d-95be-35b139f38d1a,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 / W65 Aluminium windows,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C4,0.23,0.00,0.00,0.00,0.00,0.00
05e5408e-4e8b-461d-95be-35b139f38d1a,00.00.025,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - W72 / W65 Aluminium windows,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,D,-67.10,0.00,0.00,-0.28,-0.02,0.00
6e6411e1-3e85-4981-8520-25b4b5f46a20,00.00.031,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium lifting-sliding door / -PSK,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A1-A3,179.00,0.00,0.05,0.81,0.07,0.00
6e6411e1-3e85-4981-8520-25b4b5f46a20,00.00.031,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium lifting-sliding door / -PSK,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A4,6.74,0.00,-0.01,0.02,0.00,0.00
6e6411e1-3e85-4981-8520-25b4b5f46a20,00.00.031,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium lifting-sliding door / -PSK,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A5,0.66,0.00,0.00,0.00,0.00,0.00
6e6411e1-3e85-4981-8520-25b4b5f46a20,00.00.031,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium lifting-sliding door / -PSK,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B2,48.20,0.00,0.01,0.05,0.01,0.00
6e6411e1-3e85-4981-8520-25b4b5f46a20,00.00.031,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium lifting-sliding door / -PSK,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B3,43.90,0.00,0.02,0.39,0.03,0.00
6e6411e1-3e85-4981-8520-25b4b5f46a20,00.00.031,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium lifting-sliding door / -PSK,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B4,0.00,0.00,0.00,0.00,0.00,0.00
6e6411e1-3e85-4981-8520-25b4b5f46a20,00.00.031,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium lifting-sliding door / -PSK,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B5,146.72,0.00,0.03,0.62,64.00,0.00
6e6411e1-3e85-4981-8520-25b4b5f46a20,00.00.031,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium lifting-sliding door / -PSK,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B6,0.00,0.00,0.00,0.00,0.00,0.00
6e6411e1-3e85-4981-8520-25b4b5f46a20,00.00.031,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium lifting-sliding door / -PSK,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,B7,0.00,0.00,0.00,0.00,0.00,0.00
6e6411e1-3e85-4981-8520-25b4b5f46a20,00.00.031,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium lifting-sliding door / -PSK,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C1,0.00,0.00,0.00,0.00,0.00,0.00
6e6411e1-3e85-4981-8520-25b4b5f46a20,00.00.031,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium lifting-sliding door / -PSK,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C2,1.05,0.00,0.00,0.00,0.00,0.00
6e6411e1-3e85-4981-8520-25b4b5f46a20,00.00.031,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium lifting-sliding door / -PSK,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C3,10.50,0.00,0.00,0.00,0.00,0.00
6e6411e1-3e85-4981-8520-25b4b5f46a20,00.00.031,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium lifting-sliding door / -PSK,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,C4,0.27,0.00,0.00,0.00,0.00,0.00
6e6411e1-3e85-4981-8520-25b4b5f46a20,00.00.031,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium lifting-sliding door / -PSK,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,D,-67.30,0.00,0.00,-0.28,-0.02,0.00
6477dff4-c6bc-4084-a270-e2c8d99945b2,00.00.030,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium sliding doors,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A1-A3,78.90,0.00,0.02,0.32,0.03,0.00
6477dff4-c6bc-4084-a270-e2c8d99945b2,00.00.030,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium sliding doors,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A4,2.53,0.00,0.00,0.01,0.00,0.00
6477dff4-c6bc-4084-a270-e2c8d99945b2,00.00.030,Windows - heroal-Johann Henkenjohann GmbH & Co. KG - Aluminium sliding doors,Components for windows and curtain walls' / 'Windows' / 'Metal windows,qm,A5,0.66,0.00,0.00,0.00,0.00,0.00
